,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
280,46-64,blue-collar,married,primary,no,61,yes,no,unknown,5,may,>10,3,<7,0,unknown,no
281,30-45,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,<5,2,<7,0,unknown,no
282,46-64,technician,married,tertiary,no,258,no,no,unknown,5,may,5-10,4,<7,0,unknown,no
283,46-64,blue-collar,married,primary,no,76,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
284,30-45,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
285,30-45,admin.,single,secondary,no,352,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
286,46-64,admin.,married,secondary,no,368,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
287,46-64,technician,single,tertiary,no,339,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
288,30-45,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
289,30-45,self-employed,married,secondary,no,672,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
290,30-45,management,married,tertiary,no,58,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
291,46-64,technician,single,unknown,no,447,yes,no,unknown,5,may,>10,2,<7,0,unknown,no
292,18-29,student,single,secondary,no,423,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
293,46-64,management,married,tertiary,no,0,no,no,unknown,5,may,<5,2,<7,0,unknown,no
294,30-45,technician,married,secondary,no,19,yes,no,unknown,5,may,5-10,4,<7,0,unknown,no
295,46-64,technician,divorced,primary,no,13,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
296,30-45,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
297,18-29,student,single,secondary,no,82,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
298,30-45,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
299,46-64,technician,married,secondary,no,792,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
300,30-45,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
301,46-64,admin.,married,secondary,no,531,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
302,46-64,retired,married,secondary,no,211,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
303,30-45,services,single,secondary,no,62,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
304,46-64,services,married,unknown,no,257,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
305,46-64,technician,married,secondary,no,1234,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
306,46-64,management,married,tertiary,no,313,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
307,46-64,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
308,30-45,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,<5,2,<7,0,unknown,no
309,30-45,management,married,unknown,no,0,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
310,46-64,admin.,married,secondary,no,353,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
311,46-64,technician,married,unknown,no,851,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
312,46-64,services,divorced,primary,no,96,yes,yes,unknown,5,may,5-10,2,<7,0,unknown,no
313,30-45,services,divorced,secondary,no,398,yes,yes,unknown,5,may,<5,2,<7,0,unknown,no
314,30-45,admin.,single,tertiary,no,193,no,no,unknown,5,may,<5,2,<7,0,unknown,no
315,46-64,admin.,married,secondary,no,-358,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
316,30-45,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,5-10,2,<7,0,unknown,no
317,46-64,technician,single,secondary,no,0,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
318,30-45,retired,single,primary,no,0,no,no,unknown,5,may,<5,2,<7,0,unknown,no
319,30-45,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
320,46-64,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
321,46-64,blue-collar,married,unknown,no,403,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
322,46-64,management,married,secondary,no,161,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
323,30-45,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,<5,2,<7,0,unknown,no
324,30-45,admin.,single,secondary,no,98,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
325,46-64,management,single,tertiary,no,115,no,no,unknown,5,may,<5,4,<7,0,unknown,no
326,30-45,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
327,46-64,technician,married,tertiary,no,831,yes,no,unknown,5,may,5-10,3,<7,0,unknown,no
328,46-64,technician,married,unknown,no,206,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
329,30-45,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
330,46-64,blue-collar,married,secondary,no,1,no,no,unknown,5,may,>10,3,<7,0,unknown,no
331,30-45,blue-collar,married,unknown,no,57,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
332,30-45,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
333,46-64,management,single,tertiary,no,1387,yes,no,unknown,5,may,<5,5,<7,0,unknown,no
334,30-45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,5-10,3,<7,0,unknown,no
335,46-64,blue-collar,married,secondary,no,30,yes,no,unknown,5,may,<5,4,<7,0,unknown,no
336,30-45,admin.,single,secondary,no,1022,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
337,46-64,technician,married,secondary,no,56,yes,yes,unknown,5,may,<5,2,<7,0,unknown,no
338,46-64,admin.,single,secondary,yes,-2,no,no,unknown,5,may,5-10,3,<7,0,unknown,no
339,30-45,services,single,secondary,no,121,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
340,30-45,blue-collar,single,secondary,no,842,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
341,30-45,management,divorced,secondary,no,693,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
342,30-45,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
343,46-64,blue-collar,married,primary,no,1533,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
344,30-45,management,married,tertiary,no,46,yes,no,unknown,5,may,<5,4,<7,0,unknown,no
345,46-64,services,married,unknown,no,18,no,no,unknown,5,may,5-10,2,<7,0,unknown,no
346,30-45,technician,married,secondary,no,44,yes,no,unknown,5,may,<5,4,<7,0,unknown,no
347,30-45,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,>10,2,<7,0,unknown,no
348,30-45,services,married,tertiary,no,510,yes,no,unknown,5,may,5-10,4,<7,0,unknown,no
349,46-64,management,married,tertiary,no,685,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
350,46-64,management,single,tertiary,no,187,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
351,30-45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,>10,2,<7,0,unknown,no
352,30-45,admin.,married,secondary,no,560,yes,no,unknown,5,may,<5,3,<7,0,unknown,no
353,30-45,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
354,46-64,unknown,divorced,unknown,no,27,no,no,unknown,5,may,5-10,3,<7,0,unknown,no
355,30-45,admin.,single,secondary,no,12,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
356,30-45,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,5-10,4,<7,0,unknown,no
357,30-45,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
358,30-45,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,<5,4,<7,0,unknown,no
359,46-64,admin.,single,tertiary,no,377,yes,no,unknown,5,may,<5,2,<7,0,unknown,no
360,46-64,management,married,tertiary,no,263,yes,no,unknown,5,may,5-10,2,<7,0,unknown,no
361,30-45,services,married,secondary,no,1263,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
362,18-29,services,married,secondary,no,8,yes,no,unknown,6,may,<5,3,<7,0,unknown,no
363,46-64,admin.,married,secondary,no,126,yes,yes,unknown,6,may,5-10,2,<7,0,unknown,no
364,46-64,admin.,married,secondary,no,230,yes,no,unknown,6,may,<5,3,<7,0,unknown,no
365,46-64,technician,married,tertiary,no,841,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
366,30-45,admin.,divorced,secondary,no,308,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
367,30-45,management,divorced,tertiary,no,1,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
368,30-45,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
369,18-29,student,single,secondary,no,157,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
370,30-45,services,married,secondary,no,22,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
371,30-45,admin.,married,secondary,no,46,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
372,30-45,blue-collar,married,secondary,no,1293,no,no,unknown,6,may,>10,1,<7,0,unknown,no
373,18-29,admin.,single,secondary,no,122,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
374,46-64,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
375,46-64,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
376,30-45,admin.,single,secondary,no,393,no,no,unknown,6,may,<5,2,<7,0,unknown,no
377,30-45,blue-collar,married,primary,no,98,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
378,30-45,management,married,tertiary,no,0,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
379,46-64,blue-collar,married,secondary,no,224,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
380,30-45,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
381,46-64,services,married,secondary,no,245,yes,yes,unknown,6,may,5-10,1,<7,0,unknown,no
382,30-45,management,married,secondary,no,8486,no,no,unknown,6,may,<5,3,<7,0,unknown,no
383,30-45,admin.,married,unknown,no,350,no,no,unknown,6,may,5-10,1,<7,0,unknown,no
384,30-45,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
385,46-64,services,married,secondary,no,1667,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
386,46-64,technician,married,unknown,no,345,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
387,30-45,unemployed,married,secondary,no,10,yes,no,unknown,6,may,5-10,4,<7,0,unknown,no
388,46-64,management,married,tertiary,no,830,yes,yes,unknown,6,may,>10,1,<7,0,unknown,yes
389,46-64,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
390,46-64,retired,divorced,secondary,no,545,yes,no,unknown,6,may,>10,1,<7,0,unknown,yes
391,30-45,technician,married,tertiary,no,8730,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
392,46-64,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
393,18-29,admin.,married,secondary,no,4,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
394,30-45,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,>10,2,<7,0,unknown,no
395,30-45,technician,single,secondary,no,0,yes,yes,unknown,6,may,<5,3,<7,0,unknown,no
396,30-45,admin.,single,secondary,no,263,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
397,30-45,admin.,married,secondary,no,1,no,no,unknown,6,may,<5,1,<7,0,unknown,no
398,30-45,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,<5,1,<7,0,unknown,no
399,46-64,blue-collar,married,primary,no,206,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
400,30-45,housemaid,married,primary,no,17,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
401,46-64,technician,married,secondary,no,141,yes,yes,unknown,6,may,5-10,1,<7,0,unknown,no
402,18-29,self-employed,single,tertiary,no,16,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
403,46-64,services,married,secondary,no,206,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
404,46-64,technician,married,unknown,no,7,no,no,unknown,6,may,<5,2,<7,0,unknown,no
405,46-64,management,married,tertiary,no,0,no,no,unknown,6,may,5-10,1,<7,0,unknown,no
406,46-64,retired,married,tertiary,no,0,no,no,unknown,6,may,5-10,1,<7,0,unknown,no
407,46-64,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,<5,3,<7,0,unknown,no
408,30-45,technician,married,secondary,no,284,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
409,46-64,blue-collar,married,secondary,no,1660,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
410,30-45,services,single,secondary,no,406,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
411,46-64,blue-collar,married,primary,no,230,yes,no,unknown,6,may,>10,1,<7,0,unknown,no
412,30-45,admin.,single,secondary,no,-25,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
413,46-64,admin.,married,secondary,no,182,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
414,30-45,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
415,30-45,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
416,30-45,technician,married,secondary,no,77,no,no,unknown,6,may,5-10,1,<7,0,unknown,no
417,30-45,unemployed,married,secondary,no,0,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
418,46-64,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
419,30-45,technician,married,secondary,yes,72,yes,no,unknown,6,may,>10,1,<7,0,unknown,no
420,46-64,management,single,tertiary,no,163,yes,no,unknown,6,may,5-10,3,<7,0,unknown,no
421,30-45,management,single,tertiary,no,151,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
422,30-45,admin.,single,secondary,no,113,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
423,30-45,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
424,30-45,technician,single,tertiary,no,9,yes,no,unknown,6,may,<5,3,<7,0,unknown,no
425,30-45,management,married,secondary,no,375,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
426,30-45,services,married,secondary,no,1142,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
427,46-64,blue-collar,married,primary,no,2102,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
428,30-45,technician,single,tertiary,no,4325,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
429,30-45,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
430,46-64,admin.,married,secondary,no,131,yes,no,unknown,6,may,>10,1,<7,0,unknown,no
431,30-45,management,married,tertiary,no,1680,yes,no,unknown,6,may,>10,1,<7,0,unknown,no
432,30-45,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
433,30-45,blue-collar,married,primary,no,46,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
434,30-45,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
435,46-64,admin.,married,secondary,no,183,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
436,30-45,blue-collar,married,secondary,no,39,no,no,unknown,6,may,<5,1,<7,0,unknown,no
437,30-45,management,single,tertiary,no,560,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
438,46-64,technician,divorced,secondary,no,469,no,no,unknown,6,may,<5,1,<7,0,unknown,no
439,30-45,admin.,married,secondary,no,530,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
440,46-64,services,married,primary,no,61,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
441,30-45,technician,single,tertiary,no,242,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
442,30-45,blue-collar,married,secondary,no,139,yes,no,unknown,6,may,5-10,2,<7,0,unknown,no
443,18-29,self-employed,single,secondary,no,0,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
444,30-45,technician,married,secondary,no,367,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
445,46-64,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
446,30-45,technician,single,unknown,no,45248,yes,no,unknown,6,may,>10,1,<7,0,unknown,yes
447,46-64,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
448,30-45,services,single,secondary,no,310,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
449,30-45,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
450,46-64,technician,married,secondary,no,797,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
451,30-45,services,married,secondary,no,71,no,no,unknown,6,may,<5,1,<7,0,unknown,no
452,46-64,management,divorced,unknown,no,2,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
453,30-45,management,married,tertiary,no,231,yes,yes,unknown,6,may,5-10,2,<7,0,unknown,no
454,30-45,blue-collar,married,secondary,no,270,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
455,30-45,blue-collar,married,secondary,no,274,yes,yes,unknown,6,may,5-10,1,<7,0,unknown,no
456,30-45,admin.,single,secondary,no,-109,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
457,30-45,technician,married,secondary,no,1,yes,no,unknown,6,may,>10,1,<7,0,unknown,yes
458,30-45,blue-collar,single,secondary,yes,-60,no,no,unknown,6,may,<5,1,<7,0,unknown,no
459,30-45,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
460,46-64,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,may,<5,1,<7,0,unknown,no
461,30-45,blue-collar,married,primary,no,0,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
462,30-45,blue-collar,married,secondary,no,-509,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
463,30-45,unemployed,married,primary,no,408,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
464,30-45,services,single,primary,no,58,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
465,46-64,retired,single,secondary,no,1640,no,yes,unknown,6,may,<5,4,<7,0,unknown,no
466,30-45,admin.,single,secondary,no,20,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
467,46-64,blue-collar,married,primary,no,71,yes,no,unknown,6,may,>10,1,<7,0,unknown,no
468,46-64,blue-collar,married,secondary,no,52,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
469,30-45,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
470,30-45,services,divorced,secondary,no,424,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
471,30-45,housemaid,single,primary,no,109,yes,no,unknown,6,may,>10,3,<7,0,unknown,no
472,46-64,blue-collar,married,unknown,no,1044,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
473,30-45,blue-collar,married,secondary,no,983,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
474,30-45,admin.,married,secondary,no,869,no,no,unknown,6,may,>10,1,<7,0,unknown,yes
475,30-45,blue-collar,married,primary,no,668,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
476,46-64,management,married,tertiary,no,964,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
477,30-45,management,single,secondary,no,301,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
478,30-45,admin.,single,secondary,no,140,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
479,30-45,management,single,secondary,no,1877,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
480,46-64,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
481,30-45,technician,married,secondary,no,871,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
482,30-45,technician,married,secondary,no,767,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
483,30-45,blue-collar,married,secondary,no,0,no,no,unknown,6,may,<5,1,<7,0,unknown,no
484,30-45,services,single,secondary,no,209,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
485,46-64,management,divorced,primary,no,0,no,no,unknown,6,may,5-10,1,<7,0,unknown,no
486,30-45,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,may,5-10,1,<7,0,unknown,no
487,46-64,management,divorced,tertiary,no,-76,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
488,46-64,technician,married,unknown,no,178,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
489,30-45,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
490,30-45,technician,married,secondary,no,0,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
491,18-29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
492,30-45,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
493,46-64,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,<5,1,<7,0,unknown,no
494,30-45,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
495,30-45,admin.,single,secondary,no,0,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
496,30-45,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
497,46-64,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
498,30-45,blue-collar,married,secondary,no,-99,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
499,30-45,technician,single,secondary,no,17,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
500,46-64,admin.,married,primary,no,276,yes,yes,unknown,6,may,<5,2,<7,0,unknown,no
501,30-45,technician,single,unknown,no,-170,no,no,unknown,6,may,<5,1,<7,0,unknown,no
502,30-45,management,single,tertiary,no,230,yes,yes,unknown,6,may,5-10,1,<7,0,unknown,no
503,18-29,blue-collar,married,secondary,no,9,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
504,30-45,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
505,30-45,blue-collar,married,primary,no,1297,yes,no,unknown,6,may,<5,2,<7,0,unknown,no
506,46-64,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,5-10,1,<7,0,unknown,no
507,46-64,blue-collar,single,secondary,no,44,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
508,46-64,retired,married,secondary,yes,15,no,no,unknown,6,may,<5,1,<7,0,unknown,no
509,18-29,admin.,single,secondary,no,712,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
510,46-64,retired,married,secondary,no,5435,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
511,30-45,admin.,married,secondary,no,507,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
512,46-64,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,>10,1,<7,0,unknown,yes
513,30-45,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
514,46-64,management,divorced,secondary,no,1716,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
515,46-64,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,<5,3,<7,0,unknown,no
516,30-45,admin.,married,unknown,no,40,no,yes,unknown,6,may,<5,2,<7,0,unknown,no
517,30-45,blue-collar,married,primary,no,148,yes,no,unknown,6,may,<5,1,<7,0,unknown,no
518,30-45,technician,married,secondary,no,17,yes,yes,unknown,6,may,<5,1,<7,0,unknown,no
